section_id,student_id,midterm_grade,final_grade
268,195,NULL,NULL
269,195,NULL,NULL
270,195,NULL,NULL
271,196,NULL,NULL
272,196,NULL,NULL
273,196,NULL,NULL
274,197,NULL,NULL
275,197,NULL,NULL
276,197,NULL,NULL
277,198,NULL,NULL
278,198,NULL,NULL
279,198,NULL,NULL
280,199,NULL,NULL
281,199,NULL,NULL
282,199,NULL,NULL
283,200,NULL,NULL
284,200,NULL,NULL
285,200,NULL,NULL
286,201,NULL,NULL
287,201,NULL,NULL
288,201,NULL,NULL
289,202,NULL,NULL
290,202,NULL,NULL
291,202,NULL,NULL
292,203,NULL,NULL
293,203,NULL,NULL
294,203,NULL,NULL
295,204,NULL,NULL
296,204,NULL,NULL
297,204,NULL,NULL
298,205,NULL,NULL
299,205,NULL,NULL
300,205,NULL,NULL
301,206,NULL,NULL
302,206,NULL,NULL
303,206,NULL,NULL
304,207,NULL,NULL
305,207,NULL,NULL
306,207,NULL,NULL
307,208,NULL,NULL
308,208,NULL,NULL
309,208,NULL,NULL
310,209,NULL,NULL
311,209,NULL,NULL
312,209,NULL,NULL
313,210,NULL,NULL
314,210,NULL,NULL
315,210,NULL,NULL
316,211,NULL,NULL
317,211,NULL,NULL
318,211,NULL,NULL
319,212,NULL,NULL
320,212,NULL,NULL
321,212,NULL,NULL
322,213,NULL,NULL
323,213,NULL,NULL
324,213,NULL,NULL
325,214,NULL,NULL
326,214,NULL,NULL
327,214,NULL,NULL
328,215,NULL,NULL
329,215,NULL,NULL
330,215,NULL,NULL
331,216,NULL,NULL
332,216,NULL,NULL
333,216,NULL,NULL
334,217,NULL,NULL
335,217,NULL,NULL
336,217,NULL,NULL
337,218,NULL,NULL
338,218,NULL,NULL
339,218,NULL,NULL
340,219,NULL,NULL
341,219,NULL,NULL
342,219,NULL,NULL
343,220,NULL,NULL
344,220,NULL,NULL
345,220,NULL,NULL
346,221,NULL,NULL
347,221,NULL,NULL
348,221,NULL,NULL
349,222,NULL,NULL
350,222,NULL,NULL
351,222,NULL,NULL
352,223,NULL,NULL
353,223,NULL,NULL
354,223,NULL,NULL
355,224,NULL,NULL
356,224,NULL,NULL
357,224,NULL,NULL
358,225,NULL,NULL
359,225,NULL,NULL
360,225,NULL,NULL
361,226,NULL,NULL
362,226,NULL,NULL
363,226,NULL,NULL
364,227,NULL,NULL
365,227,NULL,NULL
366,227,NULL,NULL
367,228,NULL,NULL
368,228,NULL,NULL
369,228,NULL,NULL
370,229,NULL,NULL
371,229,NULL,NULL
372,229,NULL,NULL
373,230,NULL,NULL
374,230,NULL,NULL
375,230,NULL,NULL
376,231,NULL,NULL
377,231,NULL,NULL
378,231,NULL,NULL
379,232,NULL,NULL
380,232,NULL,NULL
381,232,NULL,NULL
382,233,NULL,NULL
383,233,NULL,NULL
384,233,NULL,NULL
385,234,NULL,NULL
386,234,NULL,NULL
387,234,NULL,NULL
388,235,NULL,NULL
389,235,NULL,NULL
390,235,NULL,NULL
391,236,NULL,NULL
392,236,NULL,NULL
393,236,NULL,NULL
394,237,NULL,NULL
395,237,NULL,NULL
396,237,NULL,NULL
397,238,NULL,NULL
398,238,NULL,NULL
399,238,NULL,NULL
400,239,NULL,NULL
401,239,NULL,NULL
402,239,NULL,NULL
403,240,NULL,NULL
404,240,NULL,NULL
405,240,NULL,NULL
406,241,NULL,NULL
407,241,NULL,NULL
408,241,NULL,NULL
409,242,NULL,NULL
410,242,NULL,NULL
411,242,NULL,NULL
412,243,NULL,NULL
413,243,NULL,NULL
414,243,NULL,NULL
415,244,NULL,NULL
416,244,NULL,NULL
417,244,NULL,NULL
418,245,NULL,NULL
419,245,NULL,NULL
420,245,NULL,NULL
421,246,NULL,NULL
422,246,NULL,NULL
423,246,NULL,NULL
424,247,NULL,NULL
425,247,NULL,NULL
426,247,NULL,NULL
427,248,NULL,NULL
428,248,NULL,NULL
429,248,NULL,NULL
430,249,NULL,NULL
431,249,NULL,NULL
432,249,NULL,NULL
433,250,NULL,NULL
434,250,NULL,NULL
435,250,NULL,NULL
436,251,NULL,NULL
437,251,NULL,NULL
438,251,NULL,NULL
439,252,NULL,NULL
440,252,NULL,NULL
441,252,NULL,NULL
442,253,NULL,NULL
443,253,NULL,NULL
444,253,NULL,NULL
445,254,NULL,NULL
446,254,NULL,NULL
447,254,NULL,NULL
448,255,NULL,NULL
449,255,NULL,NULL
450,255,NULL,NULL
451,256,NULL,NULL
452,256,NULL,NULL
453,256,NULL,NULL
454,257,NULL,NULL
455,257,NULL,NULL
456,257,NULL,NULL
457,258,NULL,NULL
458,258,NULL,NULL
459,258,NULL,NULL
460,259,NULL,NULL
461,259,NULL,NULL
462,259,NULL,NULL
463,260,NULL,NULL
464,260,NULL,NULL
465,260,NULL,NULL
466,261,NULL,NULL
467,261,NULL,NULL
468,261,NULL,NULL
469,262,NULL,NULL
470,262,NULL,NULL
471,262,NULL,NULL
472,263,NULL,NULL
473,263,NULL,NULL
474,263,NULL,NULL
475,264,NULL,NULL
476,264,NULL,NULL
477,264,NULL,NULL
478,265,NULL,NULL
479,265,NULL,NULL
480,265,NULL,NULL
481,266,NULL,NULL
482,266,NULL,NULL
483,266,NULL,NULL
484,267,NULL,NULL
485,267,NULL,NULL
486,267,NULL,NULL
487,268,NULL,NULL
488,268,NULL,NULL
489,268,NULL,NULL
490,269,NULL,NULL
491,269,NULL,NULL
492,269,NULL,NULL
493,270,NULL,NULL
494,270,NULL,NULL
495,270,NULL,NULL
496,271,NULL,NULL
497,271,NULL,NULL
498,271,NULL,NULL
499,272,NULL,NULL
500,272,NULL,NULL
501,272,NULL,NULL
502,273,NULL,NULL
503,273,NULL,NULL
504,273,NULL,NULL
505,274,NULL,NULL
506,274,NULL,NULL
507,274,NULL,NULL
508,275,NULL,NULL
509,275,NULL,NULL
510,275,NULL,NULL
511,276,NULL,NULL
512,276,NULL,NULL
513,276,NULL,NULL
514,277,NULL,NULL
515,277,NULL,NULL
516,277,NULL,NULL
517,278,NULL,NULL
518,278,NULL,NULL
519,278,NULL,NULL
520,279,NULL,NULL
521,279,NULL,NULL
522,279,NULL,NULL
523,280,NULL,NULL
524,280,NULL,NULL
525,280,NULL,NULL
526,281,NULL,NULL
527,281,NULL,NULL
528,281,NULL,NULL
529,282,NULL,NULL
530,282,NULL,NULL
531,282,NULL,NULL
532,283,NULL,NULL
533,283,NULL,NULL
534,283,NULL,NULL
535,284,NULL,NULL
536,284,NULL,NULL
537,284,NULL,NULL
538,285,NULL,NULL
539,285,NULL,NULL
540,285,NULL,NULL
541,286,NULL,NULL
542,286,NULL,NULL
543,286,NULL,NULL
544,287,NULL,NULL
545,287,NULL,NULL
546,287,NULL,NULL
547,288,NULL,NULL
548,288,NULL,NULL
549,288,NULL,NULL
550,289,NULL,NULL
551,289,NULL,NULL
552,289,NULL,NULL
553,290,NULL,NULL
554,290,NULL,NULL
555,290,NULL,NULL
556,291,NULL,NULL
557,291,NULL,NULL
558,291,NULL,NULL
559,292,NULL,NULL
560,292,NULL,NULL
561,292,NULL,NULL
562,293,NULL,NULL
563,293,NULL,NULL
564,293,NULL,NULL
565,294,NULL,NULL
566,294,NULL,NULL
567,294,NULL,NULL
568,295,NULL,NULL
569,295,NULL,NULL
570,295,NULL,NULL
571,296,NULL,NULL
572,296,NULL,NULL
573,296,NULL,NULL
574,297,NULL,NULL
575,297,NULL,NULL
576,297,NULL,NULL
577,298,NULL,NULL
578,298,NULL,NULL
579,298,NULL,NULL
580,299,NULL,NULL
581,299,NULL,NULL
582,299,NULL,NULL
583,300,NULL,NULL
584,300,NULL,NULL
585,300,NULL,NULL
586,301,NULL,NULL
587,301,NULL,NULL
588,301,NULL,NULL
589,302,NULL,NULL
590,302,NULL,NULL
591,302,NULL,NULL
592,303,NULL,NULL
593,303,NULL,NULL
594,303,NULL,NULL
595,304,NULL,NULL
596,304,NULL,NULL
597,304,NULL,NULL
598,305,NULL,NULL
599,305,NULL,NULL
600,305,NULL,NULL
601,306,NULL,NULL
602,306,NULL,NULL
603,306,NULL,NULL
604,307,NULL,NULL
605,307,NULL,NULL
606,307,NULL,NULL
607,308,NULL,NULL
608,308,NULL,NULL
609,308,NULL,NULL
610,309,NULL,NULL
611,309,NULL,NULL
612,309,NULL,NULL
613,310,NULL,NULL
614,310,NULL,NULL
615,310,NULL,NULL
616,311,NULL,NULL
617,311,NULL,NULL
618,311,NULL,NULL
619,312,NULL,NULL
620,312,NULL,NULL
621,312,NULL,NULL
622,313,NULL,NULL
623,313,NULL,NULL
624,313,NULL,NULL
625,314,NULL,NULL
626,314,NULL,NULL
627,314,NULL,NULL
628,315,NULL,NULL
629,315,NULL,NULL
630,315,NULL,NULL
16,316,NULL,NULL
17,316,NULL,NULL
18,316,NULL,NULL
19,317,NULL,NULL
20,317,NULL,NULL
21,317,NULL,NULL
22,318,NULL,NULL
23,318,NULL,NULL
24,318,NULL,NULL
25,319,NULL,NULL
26,319,NULL,NULL
27,319,NULL,NULL
28,320,NULL,NULL
29,320,NULL,NULL
30,320,NULL,NULL
31,321,NULL,NULL
32,321,NULL,NULL
33,321,NULL,NULL
34,322,NULL,NULL
35,322,NULL,NULL
36,322,NULL,NULL
37,323,NULL,NULL
38,323,NULL,NULL
39,323,NULL,NULL
40,324,NULL,NULL
41,324,NULL,NULL
42,324,NULL,NULL
43,325,NULL,NULL
44,325,NULL,NULL
45,325,NULL,NULL
46,326,NULL,NULL
47,326,NULL,NULL
48,326,NULL,NULL
49,327,NULL,NULL
50,327,NULL,NULL
51,327,NULL,NULL
52,328,NULL,NULL
53,328,NULL,NULL
54,328,NULL,NULL
55,329,NULL,NULL
56,329,NULL,NULL
57,329,NULL,NULL
58,330,NULL,NULL
59,330,NULL,NULL
60,330,NULL,NULL
61,331,NULL,NULL
62,331,NULL,NULL
63,331,NULL,NULL
64,332,NULL,NULL
65,332,NULL,NULL
66,332,NULL,NULL
67,333,NULL,NULL
68,333,NULL,NULL
69,333,NULL,NULL
70,334,NULL,NULL
71,334,NULL,NULL
72,334,NULL,NULL
73,335,NULL,NULL
74,335,NULL,NULL
75,335,NULL,NULL
76,336,NULL,NULL
77,336,NULL,NULL
78,336,NULL,NULL
79,337,NULL,NULL
80,337,NULL,NULL
81,337,NULL,NULL
82,338,NULL,NULL
83,338,NULL,NULL
84,338,NULL,NULL
85,339,NULL,NULL
86,339,NULL,NULL
87,339,NULL,NULL
88,340,NULL,NULL
89,340,NULL,NULL
90,340,NULL,NULL
91,341,NULL,NULL
92,341,NULL,NULL
93,341,NULL,NULL
94,342,NULL,NULL
95,342,NULL,NULL
96,342,NULL,NULL
97,343,NULL,NULL
98,343,NULL,NULL
99,343,NULL,NULL
100,344,NULL,NULL
101,344,NULL,NULL
102,344,NULL,NULL
103,345,NULL,NULL
104,345,NULL,NULL
105,345,NULL,NULL
106,346,NULL,NULL
107,346,NULL,NULL
108,346,NULL,NULL
109,347,NULL,NULL
110,347,NULL,NULL
111,347,NULL,NULL
112,348,NULL,NULL
113,348,NULL,NULL
114,348,NULL,NULL
115,349,NULL,NULL
116,349,NULL,NULL
117,349,NULL,NULL
118,350,NULL,NULL
119,350,NULL,NULL
120,350,NULL,NULL
121,351,NULL,NULL
122,351,NULL,NULL
123,351,NULL,NULL
124,352,NULL,NULL
125,352,NULL,NULL
126,352,NULL,NULL
127,353,NULL,NULL
128,353,NULL,NULL
129,353,NULL,NULL
130,354,NULL,NULL
131,354,NULL,NULL
132,354,NULL,NULL
133,355,NULL,NULL
134,355,NULL,NULL
135,355,NULL,NULL
136,356,NULL,NULL
137,356,NULL,NULL
138,356,NULL,NULL
139,357,NULL,NULL
140,357,NULL,NULL
141,357,NULL,NULL
142,358,NULL,NULL
143,358,NULL,NULL
144,358,NULL,NULL
145,359,NULL,NULL
146,359,NULL,NULL
147,359,NULL,NULL
148,360,NULL,NULL
149,360,NULL,NULL
150,360,NULL,NULL
151,361,NULL,NULL
152,361,NULL,NULL
153,361,NULL,NULL
154,362,NULL,NULL
155,362,NULL,NULL
156,362,NULL,NULL
157,363,NULL,NULL
158,363,NULL,NULL
159,363,NULL,NULL
160,364,NULL,NULL
161,364,NULL,NULL
162,364,NULL,NULL
163,365,NULL,NULL
164,365,NULL,NULL
165,365,NULL,NULL
166,366,NULL,NULL
167,366,NULL,NULL
168,366,NULL,NULL
169,367,NULL,NULL
170,367,NULL,NULL
171,367,NULL,NULL
172,368,NULL,NULL
173,368,NULL,NULL
174,368,NULL,NULL
175,369,NULL,NULL
176,369,NULL,NULL
177,369,NULL,NULL
178,370,NULL,NULL
179,370,NULL,NULL
180,370,NULL,NULL
181,371,NULL,NULL
182,371,NULL,NULL
183,371,NULL,NULL
184,372,NULL,NULL
185,372,NULL,NULL
186,372,NULL,NULL
187,373,NULL,NULL
188,373,NULL,NULL
189,373,NULL,NULL
190,374,NULL,NULL
191,374,NULL,NULL
192,374,NULL,NULL
193,375,NULL,NULL
194,375,NULL,NULL
195,375,NULL,NULL
196,376,NULL,NULL
197,376,NULL,NULL
198,376,NULL,NULL
199,377,NULL,NULL
200,377,NULL,NULL
201,377,NULL,NULL
202,378,NULL,NULL
203,378,NULL,NULL
204,378,NULL,NULL
205,379,NULL,NULL
206,379,NULL,NULL
207,379,NULL,NULL
208,380,NULL,NULL
209,380,NULL,NULL
210,380,NULL,NULL
211,381,NULL,NULL
212,381,NULL,NULL
213,381,NULL,NULL
214,382,NULL,NULL
215,382,NULL,NULL
216,382,NULL,NULL
217,383,NULL,NULL
218,383,NULL,NULL
219,383,NULL,NULL
220,384,NULL,NULL
221,384,NULL,NULL
222,384,NULL,NULL
223,385,NULL,NULL
224,385,NULL,NULL
225,385,NULL,NULL
226,386,NULL,NULL
227,386,NULL,NULL
228,386,NULL,NULL
229,387,NULL,NULL
230,387,NULL,NULL
231,387,NULL,NULL
232,388,NULL,NULL
233,388,NULL,NULL
234,388,NULL,NULL
235,389,NULL,NULL
236,389,NULL,NULL
237,389,NULL,NULL
238,390,NULL,NULL
239,390,NULL,NULL
240,390,NULL,NULL
241,391,NULL,NULL
242,391,NULL,NULL
243,391,NULL,NULL
244,392,NULL,NULL
245,392,NULL,NULL
246,392,NULL,NULL
247,393,NULL,NULL
248,393,NULL,NULL
249,393,NULL,NULL
250,394,NULL,NULL
251,394,NULL,NULL
252,394,NULL,NULL
253,395,NULL,NULL
254,395,NULL,NULL
255,395,NULL,NULL
256,396,NULL,NULL
257,396,NULL,NULL
258,396,NULL,NULL
259,397,NULL,NULL
260,397,NULL,NULL
261,397,NULL,NULL
262,398,NULL,NULL
263,398,NULL,NULL
264,398,NULL,NULL
265,399,NULL,NULL
266,399,NULL,NULL
267,399,NULL,NULL
268,400,NULL,NULL
269,400,NULL,NULL
270,400,NULL,NULL
271,401,NULL,NULL
272,401,NULL,NULL
273,401,NULL,NULL
274,402,NULL,NULL
275,402,NULL,NULL
276,402,NULL,NULL
277,403,NULL,NULL
278,403,NULL,NULL
279,403,NULL,NULL
280,404,NULL,NULL
281,404,NULL,NULL
282,404,NULL,NULL
283,405,NULL,NULL
284,405,NULL,NULL
285,405,NULL,NULL
286,406,NULL,NULL
287,406,NULL,NULL
288,406,NULL,NULL
289,407,NULL,NULL
290,407,NULL,NULL
291,407,NULL,NULL
292,408,NULL,NULL
293,408,NULL,NULL
294,408,NULL,NULL
295,409,NULL,NULL
296,409,NULL,NULL
297,409,NULL,NULL
298,410,NULL,NULL
299,410,NULL,NULL
300,410,NULL,NULL
301,411,NULL,NULL
302,411,NULL,NULL
303,411,NULL,NULL
304,412,NULL,NULL
305,412,NULL,NULL
306,412,NULL,NULL
307,413,NULL,NULL
308,413,NULL,NULL
309,413,NULL,NULL
310,414,NULL,NULL
311,414,NULL,NULL
312,414,NULL,NULL
313,415,NULL,NULL
314,415,NULL,NULL
315,415,NULL,NULL
316,416,NULL,NULL
317,416,NULL,NULL
318,416,NULL,NULL
319,417,NULL,NULL
320,417,NULL,NULL
321,417,NULL,NULL
322,418,NULL,NULL
323,418,NULL,NULL
324,418,NULL,NULL
325,419,NULL,NULL
326,419,NULL,NULL
327,419,NULL,NULL
328,420,NULL,NULL
329,420,NULL,NULL
330,420,NULL,NULL
331,421,NULL,NULL
332,421,NULL,NULL
333,421,NULL,NULL
334,422,NULL,NULL
335,422,NULL,NULL
336,422,NULL,NULL
337,423,NULL,NULL
338,423,NULL,NULL
339,423,NULL,NULL
340,424,NULL,NULL
341,424,NULL,NULL
342,424,NULL,NULL
343,425,NULL,NULL
344,425,NULL,NULL
345,425,NULL,NULL
346,426,NULL,NULL
347,426,NULL,NULL
348,426,NULL,NULL
349,427,NULL,NULL
350,427,NULL,NULL
351,427,NULL,NULL
352,428,NULL,NULL
353,428,NULL,NULL
354,428,NULL,NULL
355,429,NULL,NULL
356,429,NULL,NULL
357,429,NULL,NULL
358,430,NULL,NULL
359,430,NULL,NULL
360,430,NULL,NULL
361,431,NULL,NULL
362,431,NULL,NULL
363,431,NULL,NULL
364,432,NULL,NULL
365,432,NULL,NULL
366,432,NULL,NULL
367,433,NULL,NULL
368,433,NULL,NULL
369,433,NULL,NULL
370,434,NULL,NULL
371,434,NULL,NULL
372,434,NULL,NULL
373,435,NULL,NULL
374,435,NULL,NULL
375,435,NULL,NULL
376,436,NULL,NULL
377,436,NULL,NULL
378,436,NULL,NULL
379,437,NULL,NULL
380,437,NULL,NULL
381,437,NULL,NULL
382,438,NULL,NULL
383,438,NULL,NULL
384,438,NULL,NULL
385,439,NULL,NULL
386,439,NULL,NULL
387,439,NULL,NULL
388,440,NULL,NULL
389,440,NULL,NULL
390,440,NULL,NULL
391,441,NULL,NULL
392,441,NULL,NULL
393,441,NULL,NULL
394,442,NULL,NULL
395,442,NULL,NULL
396,442,NULL,NULL
397,443,NULL,NULL
398,443,NULL,NULL
399,443,NULL,NULL
400,444,NULL,NULL
401,444,NULL,NULL
402,444,NULL,NULL
403,445,NULL,NULL
404,445,NULL,NULL
405,445,NULL,NULL
406,446,NULL,NULL
407,446,NULL,NULL
408,446,NULL,NULL
409,447,NULL,NULL
410,447,NULL,NULL
411,447,NULL,NULL
412,448,NULL,NULL
413,448,NULL,NULL
414,448,NULL,NULL
415,449,NULL,NULL
416,449,NULL,NULL
417,449,NULL,NULL
418,450,NULL,NULL
419,450,NULL,NULL
420,450,NULL,NULL
421,451,NULL,NULL
422,451,NULL,NULL
423,451,NULL,NULL
424,452,NULL,NULL
425,452,NULL,NULL
426,452,NULL,NULL
427,453,NULL,NULL
428,453,NULL,NULL
429,453,NULL,NULL
430,454,NULL,NULL
431,454,NULL,NULL
432,454,NULL,NULL
433,455,NULL,NULL
434,455,NULL,NULL
435,455,NULL,NULL
436,456,NULL,NULL
437,456,NULL,NULL
438,456,NULL,NULL
439,457,NULL,NULL
440,457,NULL,NULL
441,457,NULL,NULL
442,458,NULL,NULL
443,458,NULL,NULL
444,458,NULL,NULL
445,459,NULL,NULL
446,459,NULL,NULL
447,459,NULL,NULL
448,460,NULL,NULL
449,460,NULL,NULL
450,460,NULL,NULL
451,461,NULL,NULL
452,461,NULL,NULL
453,461,NULL,NULL
454,462,NULL,NULL
455,462,NULL,NULL
456,462,NULL,NULL
457,463,NULL,NULL
458,463,NULL,NULL
459,463,NULL,NULL
460,464,NULL,NULL
461,464,NULL,NULL
462,464,NULL,NULL
463,465,NULL,NULL
464,465,NULL,NULL
465,465,NULL,NULL
466,466,NULL,NULL
467,466,NULL,NULL
468,466,NULL,NULL
469,467,NULL,NULL
470,467,NULL,NULL
471,467,NULL,NULL
472,468,NULL,NULL
473,468,NULL,NULL
474,468,NULL,NULL
475,469,NULL,NULL
476,469,NULL,NULL
477,469,NULL,NULL
478,470,NULL,NULL
479,470,NULL,NULL
480,470,NULL,NULL
481,471,NULL,NULL
482,471,NULL,NULL
483,471,NULL,NULL
484,472,NULL,NULL
485,472,NULL,NULL
486,472,NULL,NULL
487,473,NULL,NULL
488,473,NULL,NULL
489,473,NULL,NULL
490,474,NULL,NULL
491,474,NULL,NULL
492,474,NULL,NULL
493,475,NULL,NULL
494,475,NULL,NULL
495,475,NULL,NULL
496,476,NULL,NULL
497,476,NULL,NULL
498,476,NULL,NULL
499,477,NULL,NULL
500,477,NULL,NULL
501,477,NULL,NULL
502,478,NULL,NULL
503,478,NULL,NULL
504,478,NULL,NULL
505,479,NULL,NULL
506,479,NULL,NULL
507,479,NULL,NULL
508,480,NULL,NULL
509,480,NULL,NULL
510,480,NULL,NULL
511,481,NULL,NULL
512,481,NULL,NULL
513,481,NULL,NULL
514,482,NULL,NULL
515,482,NULL,NULL
516,482,NULL,NULL
517,483,NULL,NULL
518,483,NULL,NULL
519,483,NULL,NULL
520,484,NULL,NULL
521,484,NULL,NULL
522,484,NULL,NULL
523,485,NULL,NULL
524,485,NULL,NULL
525,485,NULL,NULL
526,486,NULL,NULL
527,486,NULL,NULL
528,486,NULL,NULL
529,487,NULL,NULL
530,487,NULL,NULL
531,487,NULL,NULL
532,488,NULL,NULL
533,488,NULL,NULL
534,488,NULL,NULL
535,489,NULL,NULL
536,489,NULL,NULL
537,489,NULL,NULL
538,490,NULL,NULL
539,490,NULL,NULL
540,490,NULL,NULL
541,491,NULL,NULL
542,491,NULL,NULL
543,491,NULL,NULL
544,492,NULL,NULL
545,492,NULL,NULL
546,492,NULL,NULL
547,493,NULL,NULL
548,493,NULL,NULL
549,493,NULL,NULL
550,494,NULL,NULL
551,494,NULL,NULL
552,494,NULL,NULL
553,495,NULL,NULL
554,495,NULL,NULL
555,495,NULL,NULL
556,496,NULL,NULL
557,496,NULL,NULL
558,496,NULL,NULL
559,497,NULL,NULL
560,497,NULL,NULL
561,497,NULL,NULL
562,498,NULL,NULL
563,498,NULL,NULL
